user_id,user_name,gender,age,province,city,member_level,register_date
U002911,张梓萱2911,女,37,江苏省,南通,白银,2026-02-01
U002912,孙思源2912,女,23,山东省,临沂,白银,2026-02-23
U002913,黄子涵2913,女,31,重庆市,重庆,黄金,2026-02-18
U002914,陈子涵2914,男,40,河南省,郑州,普通,2025-06-28
U002915,杨思源2915,男,37,广东省,佛山,白银,2023-05-28
U002916,王思源2916,女,33,江苏省,常州,铂金,2024-06-11
U002917,李欣然2917,女,23,重庆市,重庆,普通,2024-07-03
U002918,刘欣然2918,女,23,北京市,北京,白银,2023-11-16
U002919,赵明轩2919,女,28,安徽省,合肥,普通,2026-05-27
U002920,胡欣然2920,男,21,陕西省,渭南,普通,2025-06-10
U002921,徐一诺2921,女,36,湖北省,武汉,白银,2025-09-15
U002922,杨子涵2922,男,43,湖北省,黄冈,白银,2024-05-10
U002923,王嘉诚2923,男,18,湖南省,岳阳,黄金,2024-09-22
U002924,赵嘉诚2924,女,20,江苏省,南通,普通,2026-03-17
U002925,陈嘉诚2925,男,29,江苏省,常州,白银,2023-09-25
U002926,陈诗涵2926,女,36,四川省,成都,普通,2025-12-21
U002927,王俊杰2927,男,32,陕西省,咸阳,普通,2024-02-08
U002928,杨嘉诚2928,女,34,河南省,新乡,普通,2024-09-26
U002929,李子涵2929,男,16,江苏省,无锡,白银,2026-02-14
U002930,黄佳怡2930,女,44,湖北省,武汉,黑金,2023-01-29
U002931,胡明轩2931,女,26,四川省,南充,黄金,2023-07-21
U002932,朱思源2932,男,39,山东省,烟台,普通,2026-05-17
U002933,吴俊杰2933,男,34,安徽省,阜阳,普通,2024-12-29
U002934,吴诗涵2934,女,37,四川省,成都,铂金,2026-02-03
U002935,高雨桐2935,女,23,广东省,深圳,白银,2025-05-04
U002936,周佳怡2936,男,46,江苏省,南京,白银,2026-06-10
U002937,孙梓萱2937,男,32,北京市,北京,普通,2024-07-07
U002938,王梓萱2938,男,16,重庆市,重庆,白银,2023-03-25
U002939,孙雨桐2939,女,40,湖北省,武汉,普通,2023-11-16
U002940,孙欣然2940,男,29,北京市,北京,普通,2023-11-30
U002941,刘欣然2941,女,20,山东省,青岛,普通,2023-05-19
U002942,孙子涵2942,男,29,山东省,济南,普通,2023-04-14
U002943,李俊杰2943,男,35,江苏省,苏州,白银,2024-09-25
U002944,吴诗涵2944,女,26,广东省,佛山,白银,2023-06-04
U002945,杨嘉诚2945,女,21,山东省,青岛,普通,2023-08-02
U002946,杨浩然2946,男,30,山东省,济南,黄金,2023-11-15
U002947,朱欣然2947,男,29,四川省,成都,普通,2025-07-08
U002948,王俊杰2948,女,27,湖南省,常德,黄金,2024-02-09
U002949,徐明轩2949,女,19,湖南省,株洲,普通,2023-08-10
U002950,朱俊杰2950,男,47,重庆市,重庆,黄金,2023-04-03
U002951,陈思源2951,男,41,福建省,莆田,普通,2026-05-31
U002952,陈子涵2952,女,40,陕西省,宝鸡,普通,2025-08-12
U002953,胡浩然2953,女,23,广东省,深圳,黄金,2024-10-30
U002954,朱明轩2954,男,19,陕西省,渭南,白银,2025-04-05
U002955,刘梓萱2955,男,27,四川省,绵阳,普通,2025-11-16
U002956,杨佳怡2956,女,23,广东省,东莞,黄金,2026-04-23
U002957,吴思源2957,男,31,四川省,南充,白银,2023-10-21
U002958,胡思源2958,男,35,安徽省,合肥,普通,2025-04-06
U002959,胡雨桐2959,女,39,湖南省,常德,黄金,2025-11-02
U002960,刘一诺2960,男,42,山东省,潍坊,白银,2026-01-22
U002961,朱欣然2961,女,32,江苏省,南通,普通,2025-01-17
U002962,刘俊杰2962,女,44,河北省,石家庄,白银,2025-02-24
U002963,徐雨桐2963,女,40,安徽省,安庆,普通,2024-01-10
U002964,高俊杰2964,女,35,江苏省,常州,普通,2024-10-26
U002965,朱雨桐2965,女,16,上海市,上海,白银,2023-07-05
U002966,吴浩然2966,男,42,山东省,青岛,普通,2023-09-22
U002967,徐浩然2967,男,21,北京市,北京,白银,2024-12-30
U002968,刘欣然2968,男,26,河北省,唐山,普通,2025-10-16
U002969,张俊杰2969,男,30,河南省,郑州,黄金,2024-08-12
U002970,胡佳怡2970,男,23,广东省,珠海,白银,2025-11-15
U002971,刘佳怡2971,男,22,浙江省,杭州,黑金,2024-08-30
U002972,陈佳怡2972,女,29,江苏省,南京,普通,2025-08-15
U002973,刘梓萱2973,女,30,浙江省,绍兴,普通,2026-02-02
U002974,周俊杰2974,女,40,福建省,厦门,普通,2025-06-24
U002975,王明轩2975,男,16,广东省,深圳,普通,2024-09-12
U002976,周诗涵2976,男,25,陕西省,西安,普通,2024-05-25
U002977,李浩然2977,女,25,山东省,青岛,普通,2024-11-01
U002978,王子涵2978,女,20,四川省,南充,白银,2026-01-28
U002979,张明轩2979,女,37,四川省,绵阳,普通,2026-06-13
U002980,张俊杰2980,男,31,陕西省,渭南,普通,2023-01-16
U002981,胡诗涵2981,男,35,广东省,佛山,普通,2023-03-26
U002982,黄俊杰2982,女,16,广东省,佛山,铂金,2024-03-03
U002983,孙明轩2983,男,31,河南省,郑州,普通,2023-12-02
U002984,黄雨桐2984,男,36,安徽省,阜阳,铂金,2024-11-25
U002985,张子涵2985,女,28,浙江省,宁波,普通,2023-09-03
U002986,朱欣然2986,男,37,广东省,深圳,普通,2025-09-19
U002987,黄明轩2987,女,31,四川省,宜宾,黄金,2025-07-06
U002988,孙诗涵2988,男,33,河南省,许昌,铂金,2025-06-12
U002989,徐雨桐2989,男,30,陕西省,西安,普通,2023-02-20
U002990,胡子涵2990,女,35,河南省,洛阳,黄金,2023-11-23
U002991,吴一诺2991,男,35,山东省,济南,普通,2024-12-21
U002992,陈明轩2992,女,47,湖南省,长沙,白银,2026-01-23
U002993,李明轩2993,男,26,福建省,福州,黄金,2023-09-13
U002994,胡诗涵2994,男,19,广东省,深圳,黄金,2023-12-15
U002995,张浩然2995,女,31,湖北省,黄冈,普通,2025-08-15
U002996,陈梓萱2996,女,42,山东省,临沂,黄金,2026-04-06
U002997,李明轩2997,女,37,山东省,济南,普通,2025-07-12
U002998,王梓萱2998,女,30,江苏省,南通,普通,2025-08-12
U002999,吴欣然2999,男,29,浙江省,杭州,普通,2023-06-28
U003000,李子涵3000,男,47,江苏省,南京,普通,2024-06-27
U003001,赵一诺3001,男,23,河南省,许昌,普通,2024-06-11
U003002,朱嘉诚3002,女,23,广东省,佛山,白银,2025-07-15
U003003,胡子涵3003,女,36,山东省,烟台,白银,2025-01-30
U003004,杨诗涵3004,男,19,陕西省,渭南,黄金,2023-06-30
U003005,刘佳怡3005,女,29,江苏省,南京,黄金,2025-07-07
U003006,杨诗涵3006,女,32,安徽省,合肥,普通,2023-05-20
U003007,胡思源3007,男,43,江苏省,常州,普通,2025-10-10
U003008,徐一诺3008,男,32,江苏省,苏州,普通,2024-07-25
U003009,王梓萱3009,女,39,北京市,北京,白银,2026-05-13
U003010,周嘉诚3010,女,26,浙江省,温州,普通,2025-12-04
U003011,孙梓萱3011,男,38,江苏省,苏州,白银,2024-03-27
U003012,张诗涵3012,男,29,北京市,北京,普通,2024-06-18
U003013,李思源3013,男,16,北京市,北京,白银,2024-08-06
U003014,徐雨桐3014,女,37,广东省,珠海,普通,2023-03-10
U003015,徐一诺3015,女,33,陕西省,西安,普通,2025-11-03
U003016,陈佳怡3016,女,37,上海市,上海,普通,2023-11-11
U003017,王佳怡3017,男,16,江苏省,常州,白银,2026-05-09
U003018,吴佳怡3018,男,18,安徽省,芜湖,黄金,2024-01-22
U003019,王明轩3019,女,36,浙江省,杭州,黑金,2023-09-14
U003020,徐佳怡3020,女,20,北京市,北京,普通,2023-07-21
U003021,吴雨桐3021,男,27,山东省,烟台,普通,2023-11-08
U003022,王诗涵3022,男,32,山东省,临沂,普通,2025-02-24
U003023,孙雨桐3023,男,39,湖北省,武汉,白银,2024-02-17
U003024,王嘉诚3024,女,32,江苏省,常州,白银,2025-07-30
U003025,孙诗涵3025,女,26,安徽省,合肥,普通,2026-01-14
U003026,李雨桐3026,男,21,广东省,东莞,普通,2023-01-15
U003027,杨佳怡3027,男,27,山东省,济南,白银,2024-08-03
U003028,杨浩然3028,女,23,江苏省,无锡,普通,2025-10-15
U003029,刘雨桐3029,男,24,广东省,佛山,白银,2024-10-18
U003030,刘明轩3030,男,38,北京市,北京,普通,2025-07-30
U003031,赵思源3031,女,34,湖南省,衡阳,普通,2025-01-09
U003032,黄浩然3032,男,37,重庆市,重庆,黄金,2023-03-28
U003033,吴浩然3033,男,31,河北省,廊坊,黄金,2025-06-04
U003034,胡嘉诚3034,女,38,广东省,东莞,普通,2025-06-02
U003035,朱雨桐3035,女,38,上海市,上海,白银,2024-09-03
U003036,黄雨桐3036,男,29,四川省,成都,白银,2023-02-20
U003037,吴佳怡3037,男,37,四川省,绵阳,普通,2023-01-30
U003038,黄欣然3038,女,39,浙江省,绍兴,普通,2024-05-21
U003039,朱嘉诚3039,女,25,江苏省,南京,黄金,2024-04-24
U003040,李梓萱3040,男,37,广东省,广州,普通,2024-07-09
U003041,赵佳怡3041,男,35,广东省,珠海,白银,2023-02-27
U003042,周俊杰3042,女,25,四川省,成都,白银,2023-05-18
U003043,王嘉诚3043,男,33,江苏省,南通,黄金,2025-09-18
U003044,周欣然3044,女,37,江苏省,南通,黄金,2026-04-06
U003045,刘诗涵3045,女,30,上海市,上海,白银,2023-03-30
U003046,陈浩然3046,女,27,江苏省,南通,普通,2025-11-05
U003047,刘欣然3047,女,19,广东省,东莞,普通,2025-06-28
U003048,杨诗涵3048,女,25,广东省,广州,白银,2023-10-15
U003049,陈雨桐3049,男,33,四川省,成都,黄金,2024-03-30
U003050,张子涵3050,女,38,河南省,新乡,白银,2026-03-22
U003051,张一诺3051,女,16,福建省,福州,普通,2025-12-21
U003052,徐子涵3052,男,26,山东省,济南,普通,2023-02-16
U003053,张雨桐3053,男,17,四川省,宜宾,普通,2025-03-04
U003054,赵嘉诚3054,男,44,河南省,郑州,铂金,2024-06-20
U003055,周浩然3055,女,48,福建省,厦门,普通,2024-12-27
U003056,赵浩然3056,女,26,江苏省,苏州,白银,2024-01-10
U003057,吴诗涵3057,女,34,广东省,东莞,普通,2025-12-05
U003058,孙佳怡3058,女,16,浙江省,绍兴,黄金,2025-02-23
U003059,杨诗涵3059,男,31,四川省,南充,黄金,2024-01-04
U003060,吴佳怡3060,男,30,江苏省,南通,白银,2023-03-07
U003061,黄嘉诚3061,男,27,重庆市,重庆,普通,2025-12-15
U003062,胡梓萱3062,女,20,湖北省,黄冈,普通,2023-01-26
U003063,高欣然3063,男,34,山东省,临沂,普通,2026-04-04
U003064,孙梓萱3064,女,32,福建省,厦门,普通,2023-11-29
U003065,杨子涵3065,男,35,浙江省,杭州,黄金,2025-11-12
U003066,周嘉诚3066,女,49,重庆市,重庆,铂金,2025-07-23
U003067,朱诗涵3067,男,16,浙江省,杭州,普通,2025-01-19
U003068,高俊杰3068,男,40,四川省,德阳,黄金,2025-06-15
U003069,高梓萱3069,女,25,浙江省,绍兴,普通,2026-04-01
U003070,杨诗涵3070,女,33,浙江省,宁波,普通,2025-06-15
U003071,赵嘉诚3071,女,28,北京市,北京,普通,2024-06-02
U003072,李子涵3072,女,29,江苏省,苏州,黄金,2024-12-26
U003073,陈雨桐3073,男,17,湖北省,荆州,黄金,2025-09-27
U003074,孙俊杰3074,男,40,广东省,珠海,普通,2023-08-01
U003075,胡欣然3075,女,40,湖北省,黄冈,白银,2023-07-07
U003076,杨诗涵3076,男,32,浙江省,杭州,普通,2025-03-17
U003077,张嘉诚3077,男,27,河南省,洛阳,普通,2024-04-04
U003078,张佳怡3078,男,36,浙江省,绍兴,普通,2024-07-22
U003079,吴浩然3079,男,41,河北省,石家庄,普通,2026-04-04
U003080,孙俊杰3080,男,29,四川省,绵阳,白银,2023-10-25
U003081,高一诺3081,女,36,四川省,南充,铂金,2026-02-12
U003082,王欣然3082,女,43,湖南省,长沙,普通,2025-05-20
U003083,周一诺3083,男,45,福建省,漳州,白银,2023-12-01
U003084,杨一诺3084,女,24,山东省,临沂,黑金,2023-07-07
U003085,赵嘉诚3085,男,44,广东省,广州,普通,2023-09-22
U003086,张明轩3086,男,21,广东省,珠海,黄金,2025-08-21
U003087,赵思源3087,女,46,山东省,临沂,白银,2024-05-15
U003088,胡浩然3088,女,38,上海市,上海,普通,2024-01-10
U003089,徐诗涵3089,男,31,山东省,临沂,普通,2025-07-07
U003090,黄俊杰3090,男,32,山东省,济南,普通,2024-03-09
U003091,杨佳怡3091,男,32,山东省,青岛,普通,2024-11-21
U003092,杨诗涵3092,男,32,江苏省,无锡,普通,2026-04-18
U003093,陈嘉诚3093,男,26,河南省,许昌,普通,2025-01-09
U003094,王诗涵3094,男,46,福建省,莆田,白银,2025-11-11
U003095,赵俊杰3095,女,21,浙江省,杭州,白银,2023-11-30
U003096,杨梓萱3096,女,31,湖南省,株洲,普通,2024-12-13
U003097,陈梓萱3097,男,25,河南省,南阳,普通,2025-04-18
U003098,陈诗涵3098,女,25,四川省,绵阳,普通,2024-05-25
U003099,吴佳怡3099,女,26,浙江省,宁波,普通,2023-02-10
U003100,周诗涵3100,女,23,湖南省,株洲,普通,2024-05-01
U003101,李明轩3101,女,26,北京市,北京,普通,2025-05-02
U003102,朱俊杰3102,男,20,山东省,临沂,铂金,2025-08-01
U003103,陈梓萱3103,女,25,河北省,唐山,普通,2025-05-05
U003104,徐明轩3104,女,33,山东省,烟台,普通,2023-12-20
U003105,陈明轩3105,男,24,江苏省,无锡,普通,2024-02-19
U003106,杨明轩3106,女,16,山东省,青岛,白银,2023-12-28
U003107,周欣然3107,女,16,河南省,南阳,普通,2023-07-04
U003108,张明轩3108,女,38,湖北省,宜昌,普通,2023-01-10
U003109,徐浩然3109,男,26,北京市,北京,白银,2025-04-12
U003110,吴佳怡3110,女,31,浙江省,绍兴,普通,2024-04-10
U003111,赵俊杰3111,女,34,浙江省,杭州,普通,2024-12-25
U003112,吴雨桐3112,女,16,福建省,福州,普通,2026-04-12
U003113,高诗涵3113,男,34,福建省,莆田,白银,2024-02-10
U003114,赵欣然3114,女,36,河北省,唐山,普通,2023-01-26
U003115,高梓萱3115,女,33,浙江省,宁波,黄金,2025-05-17
U003116,赵思源3116,女,28,湖北省,武汉,普通,2023-10-09
U003117,杨浩然3117,男,16,重庆市,重庆,普通,2025-09-26
U003118,吴佳怡3118,男,38,河南省,郑州,普通,2024-01-27
U003119,王明轩3119,男,32,河南省,南阳,普通,2024-07-24
U003120,张子涵3120,女,31,河南省,新乡,普通,2023-12-29
U003121,孙嘉诚3121,女,33,广东省,广州,普通,2025-08-26
U003122,吴思源3122,男,23,北京市,北京,普通,2025-03-27
U003123,孙思源3123,男,20,福建省,泉州,普通,2026-04-18
U003124,黄浩然3124,女,20,山东省,潍坊,白银,2025-06-30
U003125,王一诺3125,男,39,山东省,潍坊,普通,2024-07-30
U003126,朱一诺3126,女,25,江苏省,苏州,白银,2024-10-10
U003127,高俊杰3127,女,26,广东省,珠海,黑金,2023-12-11
U003128,黄一诺3128,男,40,湖北省,武汉,普通,2023-09-29
U003129,陈思源3129,女,34,湖北省,荆州,普通,2025-02-02
U003130,胡子涵3130,女,36,江苏省,无锡,白银,2023-08-05
U003131,王欣然3131,女,51,湖北省,黄冈,黄金,2024-06-21
U003132,杨思源3132,女,24,河北省,保定,普通,2023-04-27
U003133,徐雨桐3133,男,53,北京市,北京,黑金,2023-07-24
U003134,赵雨桐3134,女,31,上海市,上海,普通,2024-02-26
U003135,王明轩3135,男,38,河南省,南阳,黄金,2024-12-08
U003136,黄浩然3136,女,33,江苏省,南京,普通,2026-03-20
U003137,陈雨桐3137,女,34,广东省,佛山,黄金,2025-04-06
U003138,周子涵3138,男,41,江苏省,南通,白银,2025-07-08
U003139,张浩然3139,女,24,江苏省,南京,普通,2024-07-07
U003140,李一诺3140,男,32,浙江省,嘉兴,普通,2025-01-06
U003141,孙雨桐3141,男,29,四川省,绵阳,铂金,2023-06-03
U003142,王佳怡3142,女,37,广东省,广州,普通,2023-09-02
U003143,高佳怡3143,男,25,上海市,上海,普通,2024-10-10
U003144,王浩然3144,女,28,重庆市,重庆,白银,2024-02-24
U003145,高梓萱3145,女,29,北京市,北京,黄金,2024-01-18
U003146,黄梓萱3146,女,16,北京市,北京,白银,2024-10-21
U003147,王俊杰3147,女,27,江苏省,常州,普通,2023-02-18
U003148,周明轩3148,男,30,陕西省,渭南,铂金,2023-08-28
U003149,周梓萱3149,女,41,浙江省,嘉兴,普通,2026-05-16
U003150,黄明轩3150,女,16,河南省,洛阳,普通,2023-01-24
U003151,高雨桐3151,男,35,山东省,潍坊,黑金,2025-03-02
U003152,杨雨桐3152,女,16,广东省,东莞,普通,2025-05-11
U003153,杨思源3153,女,27,江苏省,南京,黄金,2023-06-23
U003154,徐梓萱3154,女,34,福建省,泉州,普通,2023-09-21
U003155,杨俊杰3155,女,29,北京市,北京,普通,2024-08-05
U003156,赵俊杰3156,女,37,河北省,石家庄,白银,2025-08-16
U003157,王明轩3157,女,43,浙江省,嘉兴,普通,2024-10-09
U003158,赵诗涵3158,女,16,上海市,上海,白银,2024-04-28
U003159,李梓萱3159,男,30,陕西省,咸阳,白银,2025-08-11
U003160,朱梓萱3160,女,40,河南省,洛阳,白银,2026-04-05
U003161,孙雨桐3161,男,33,湖北省,宜昌,普通,2023-03-29
U003162,张诗涵3162,女,25,福建省,厦门,白银,2025-12-13
U003163,高子涵3163,女,36,河北省,保定,普通,2024-02-18
U003164,孙一诺3164,男,27,广东省,广州,白银,2026-06-16
U003165,黄佳怡3165,女,30,山东省,烟台,铂金,2024-11-21
U003166,周嘉诚3166,女,22,上海市,上海,白银,2025-06-02
U003167,胡子涵3167,女,27,河南省,新乡,普通,2025-09-23
U003168,赵思源3168,女,41,河北省,唐山,普通,2025-01-18
U003169,刘梓萱3169,男,37,北京市,北京,普通,2023-10-19
U003170,杨雨桐3170,女,22,重庆市,重庆,黄金,2025-07-09
U003171,陈明轩3171,男,38,北京市,北京,普通,2025-07-31
U003172,杨嘉诚3172,女,42,广东省,深圳,普通,2026-06-09
U003173,吴子涵3173,男,22,山东省,烟台,普通,2025-05-28
U003174,刘一诺3174,男,35,湖北省,荆州,白银,2024-08-19
U003175,徐子涵3175,男,41,河南省,许昌,普通,2023-11-05
U003176,赵一诺3176,女,22,浙江省,温州,普通,2024-06-05
U003177,胡一诺3177,男,33,福建省,泉州,普通,2024-10-04
U003178,杨浩然3178,女,25,浙江省,杭州,普通,2025-05-17
U003179,王佳怡3179,女,35,河北省,石家庄,普通,2025-09-13
U003180,赵俊杰3180,男,19,山东省,青岛,白银,2024-12-03
U003181,黄雨桐3181,男,25,湖北省,宜昌,黄金,2024-05-14
U003182,胡佳怡3182,女,38,江苏省,南京,白银,2025-01-05
U003183,朱一诺3183,男,21,上海市,上海,普通,2023-10-08
U003184,张明轩3184,男,17,重庆市,重庆,黄金,2023-09-05
U003185,刘梓萱3185,男,26,江苏省,无锡,普通,2023-08-15
U003186,李嘉诚3186,男,41,广东省,佛山,普通,2024-04-07
U003187,李欣然3187,女,28,浙江省,宁波,普通,2025-09-21
U003188,朱梓萱3188,女,25,上海市,上海,黄金,2023-05-23
U003189,张浩然3189,男,30,重庆市,重庆,铂金,2023-02-11
U003190,赵俊杰3190,女,27,安徽省,安庆,普通,2025-03-03
U003191,胡雨桐3191,男,45,北京市,北京,普通,2026-06-13
U003192,周雨桐3192,女,16,山东省,潍坊,普通,2026-05-12
U003193,高浩然3193,女,36,四川省,成都,普通,2025-01-18
U003194,杨明轩3194,男,40,陕西省,西安,普通,2026-05-04
U003195,张欣然3195,男,23,广东省,深圳,普通,2024-08-18
U003196,孙思源3196,女,23,山东省,临沂,白银,2025-12-03
U003197,杨嘉诚3197,男,36,浙江省,绍兴,普通,2023-04-02
U003198,陈明轩3198,女,29,湖南省,长沙,普通,2026-04-11
U003199,周浩然3199,男,43,江苏省,南通,普通,2023-07-20
U003200,吴明轩3200,男,33,山东省,烟台,黄金,2025-11-24
U003201,张雨桐3201,男,22,安徽省,芜湖,白银,2024-09-18
U003202,黄佳怡3202,女,33,广东省,广州,白银,2025-10-02
U003203,陈浩然3203,女,16,河北省,保定,普通,2025-08-07
U003204,朱俊杰3204,女,37,浙江省,温州,普通,2026-03-13
U003205,朱佳怡3205,男,27,湖北省,武汉,普通,2026-01-05
U003206,王明轩3206,男,26,河南省,南阳,白银,2024-01-30
U003207,吴欣然3207,男,40,北京市,北京,白银,2024-07-29
U003208,张嘉诚3208,女,25,广东省,佛山,黄金,2023-09-11
U003209,高嘉诚3209,女,38,江苏省,常州,普通,2024-03-14
U003210,朱一诺3210,男,16,湖北省,宜昌,普通,2023-07-02
U003211,徐浩然3211,男,17,上海市,上海,普通,2023-12-28
U003212,孙嘉诚3212,男,27,上海市,上海,普通,2023-09-18
U003213,李一诺3213,女,34,山东省,烟台,普通,2023-06-27
U003214,杨思源3214,女,36,四川省,绵阳,铂金,2026-02-03
U003215,吴一诺3215,女,43,北京市,北京,普通,2024-01-12
U003216,朱欣然3216,男,43,浙江省,温州,普通,2025-07-10
U003217,王子涵3217,女,26,河北省,唐山,黄金,2025-11-02
U003218,孙佳怡3218,男,34,湖北省,宜昌,普通,2025-10-18
U003219,王诗涵3219,女,41,湖南省,长沙,白银,2023-05-24
U003220,黄梓萱3220,男,36,福建省,福州,普通,2023-02-10
U003221,吴诗涵3221,男,28,浙江省,嘉兴,普通,2024-10-02
U003222,王子涵3222,男,26,安徽省,安庆,白银,2024-12-02
U003223,张佳怡3223,女,16,河南省,许昌,白银,2024-07-03
U003224,孙欣然3224,女,37,四川省,德阳,黑金,2025-11-13
U003225,赵诗涵3225,男,25,上海市,上海,黄金,2024-01-24
U003226,朱欣然3226,男,32,湖北省,黄冈,普通,2025-08-08
U003227,李诗涵3227,女,48,湖南省,长沙,普通,2024-02-01
U003228,胡俊杰3228,女,19,浙江省,嘉兴,普通,2024-01-14
U003229,刘一诺3229,女,27,广东省,珠海,普通,2025-05-08
U003230,高明轩3230,男,32,浙江省,宁波,铂金,2023-05-18
U003231,李雨桐3231,女,39,江苏省,苏州,普通,2026-02-12
U003232,高雨桐3232,男,28,浙江省,嘉兴,普通,2025-06-08
U003233,赵明轩3233,男,30,广东省,珠海,普通,2024-08-29
U003234,杨嘉诚3234,女,30,安徽省,安庆,普通,2024-08-19
U003235,杨佳怡3235,女,37,湖北省,武汉,普通,2025-02-11
U003236,徐佳怡3236,男,16,福建省,福州,普通,2026-02-20
U003237,孙梓萱3237,女,33,陕西省,西安,黑金,2023-12-10
U003238,陈俊杰3238,男,25,上海市,上海,普通,2023-03-08
U003239,杨欣然3239,女,18,重庆市,重庆,普通,2025-05-20
U003240,孙雨桐3240,男,40,江苏省,常州,普通,2026-04-27
U003241,周佳怡3241,男,26,湖南省,株洲,黄金,2025-05-13
U003242,朱明轩3242,女,26,江苏省,南京,普通,2024-05-24
U003243,黄一诺3243,男,16,重庆市,重庆,白银,2026-02-26
U003244,周诗涵3244,男,28,广东省,佛山,普通,2024-03-06
U003245,徐明轩3245,女,16,广东省,珠海,白银,2026-01-13
U003246,高子涵3246,男,31,广东省,广州,铂金,2025-08-01
U003247,朱子涵3247,男,50,四川省,德阳,黄金,2025-12-25
U003248,周明轩3248,女,38,四川省,绵阳,普通,2025-11-27
U003249,黄一诺3249,男,28,广东省,佛山,普通,2023-05-03
U003250,孙雨桐3250,男,37,广东省,广州,普通,2025-11-21
U003251,周诗涵3251,男,41,广东省,珠海,普通,2025-03-15
U003252,高欣然3252,男,16,浙江省,宁波,普通,2024-05-24
U003253,徐浩然3253,男,26,湖北省,黄冈,普通,2025-07-14
U003254,李梓萱3254,女,39,浙江省,绍兴,普通,2023-02-01
U003255,刘俊杰3255,女,38,广东省,佛山,普通,2025-12-25
U003256,朱思源3256,女,42,广东省,广州,普通,2026-03-08
U003257,赵佳怡3257,男,37,广东省,广州,普通,2023-07-21
U003258,张子涵3258,男,29,江苏省,常州,普通,2024-09-14
U003259,高浩然3259,女,24,重庆市,重庆,普通,2026-02-16
U003260,杨佳怡3260,男,39,湖北省,宜昌,白银,2023-03-12
U003261,高俊杰3261,男,24,上海市,上海,普通,2023-04-20
U003262,陈嘉诚3262,男,33,福建省,莆田,普通,2025-05-17
U003263,高梓萱3263,男,48,江苏省,常州,普通,2025-08-21
U003264,周明轩3264,男,18,广东省,珠海,白银,2024-05-23
U003265,刘欣然3265,女,35,北京市,北京,普通,2025-02-23
U003266,朱子涵3266,女,26,上海市,上海,普通,2025-12-18
U003267,刘俊杰3267,男,20,福建省,漳州,铂金,2026-03-04
U003268,杨明轩3268,女,32,河南省,许昌,普通,2023-05-15
U003269,高子涵3269,女,40,湖北省,荆州,普通,2025-10-30
U003270,周嘉诚3270,男,42,河南省,洛阳,白银,2026-05-11
U003271,朱欣然3271,女,31,河南省,郑州,普通,2025-09-06
U003272,孙梓萱3272,女,25,福建省,莆田,普通,2025-05-14
U003273,陈俊杰3273,女,22,陕西省,渭南,普通,2025-02-20
U003274,张雨桐3274,女,37,浙江省,嘉兴,普通,2023-03-15
U003275,胡佳怡3275,男,34,湖南省,岳阳,黄金,2026-04-09
U003276,朱佳怡3276,女,27,江苏省,南京,普通,2024-10-24
U003277,周雨桐3277,女,36,河南省,新乡,普通,2024-11-25
U003278,朱子涵3278,男,42,河南省,许昌,普通,2023-04-26
U003279,张佳怡3279,女,20,四川省,绵阳,普通,2026-03-31
U003280,黄梓萱3280,女,45,福建省,莆田,普通,2023-01-08
U003281,杨欣然3281,女,33,四川省,宜宾,黄金,2024-01-13
U003282,周子涵3282,女,32,上海市,上海,黑金,2024-07-27
U003283,吴佳怡3283,男,24,山东省,济南,白银,2024-12-09
U003284,黄子涵3284,女,41,安徽省,阜阳,普通,2024-02-19
U003285,吴俊杰3285,男,29,北京市,北京,普通,2026-04-25
U003286,张子涵3286,男,16,广东省,东莞,普通,2023-12-31
U003287,吴梓萱3287,女,38,广东省,东莞,铂金,2024-09-20
U003288,张嘉诚3288,女,32,河南省,洛阳,黑金,2024-10-03
U003289,王嘉诚3289,女,44,广东省,佛山,普通,2026-01-27
U003290,孙雨桐3290,男,21,湖南省,株洲,普通,2024-06-13
U003291,李浩然3291,男,19,江苏省,无锡,普通,2024-04-22
U003292,徐明轩3292,女,18,广东省,东莞,普通,2024-06-21
U003293,徐佳怡3293,男,35,江苏省,南京,黄金,2023-08-13
U003294,周梓萱3294,女,32,广东省,广州,黑金,2024-05-24
U003295,高嘉诚3295,男,31,四川省,南充,普通,2024-07-17
U003296,刘欣然3296,男,16,湖南省,株洲,普通,2023-07-21
U003297,高嘉诚3297,男,28,重庆市,重庆,普通,2023-11-16
U003298,周思源3298,女,37,山东省,潍坊,普通,2025-12-06
U003299,吴雨桐3299,女,39,湖北省,宜昌,黄金,2024-11-26
U003300,周欣然3300,男,33,广东省,珠海,黄金,2023-01-15
U003301,杨嘉诚3301,男,34,广东省,珠海,白银,2025-09-01
U003302,王一诺3302,男,23,浙江省,绍兴,普通,2025-08-26
U003303,吴子涵3303,女,37,四川省,南充,黄金,2026-06-06
U003304,胡雨桐3304,女,53,福建省,厦门,黄金,2023-09-11
U003305,胡思源3305,女,27,山东省,济南,普通,2024-04-12
U003306,赵思源3306,女,26,山东省,烟台,普通,2024-03-28
U003307,李欣然3307,女,35,广东省,东莞,普通,2025-10-04
U003308,李雨桐3308,女,37,福建省,福州,普通,2025-08-11
U003309,朱俊杰3309,女,21,河南省,郑州,铂金,2023-11-17
U003310,孙思源3310,女,46,北京市,北京,普通,2023-06-07
U003311,胡浩然3311,女,34,山东省,潍坊,普通,2024-03-14
U003312,陈一诺3312,女,20,四川省,南充,白银,2026-04-27
